失敗,n,4,0.018991530429524894,26.0,0.157049,215005.0
途中,n,3,0.02243364572916909,33.0,0.146162,215005.0
後,n,2,0.09329375595916374,108.0,0.185728,215005.0
名,n,1,0.02080580451617404,26.0,0.172052,215005.0
体,n,3,0.04801339503732472,60.0,0.172052,215005.0
ちょ,n,1,0.02780929745819865,33.0,0.181186,215005.0
木,n,1,0.05877387967721682,34.0,0.371667,215005.0
ニュース,n,3,0.03627550522080882,47.0,0.165945,215005.0
今年,n,3,0.10275682891095556,112.0,0.197261,215005.0
夏休み,n,5,0.06604332457384712,67.0,0.211935,215005.0
成功,n,4,0.040659519546057066,50.0,0.17484,215005.0
びっくり,n,4,0.021819306527755166,28.0,0.167545,215005.0
別,n,2,0.05871505313829911,74.0,0.170595,215005.0
規制,n,3,0.016358456780074884,26.0,0.135275,215005.0
バス,n,2,0.031409069556521944,43.0,0.157049,215005.0
たま,n,2,0.05357449361642752,64.0,0.179981,215005.0
女子,n,2,0.032527615636845655,40.0,0.17484,215005.0
旅行予約,n,6,0.033324759889304896,42.0,0.170595,215005.0
最低価格保証,n,10,0.033324759889304896,42.0,0.170595,215005.0
ホテル予約,n,6,0.028126145903583637,39.0,0.155058,215005.0
格安ホテル,n,7,0.028126145903583637,39.0,0.155058,215005.0
先生,n,4,0.07388750029069092,78.0,0.203669,215005.0
土,n,1,0.05236747982605055,66.0,0.170595,215005.0
開催,n,4,0.10034423385502662,108.0,0.199764,215005.0
会,n,2,0.05609311411362527,75.0,0.160804,215005.0
安定,adv,4,0.011966531010906722,16.0,0.160804,215005.0
はず,n,2,0.07332137857259134,81.0,0.194623,215005.0
選択,n,4,0.027756852166228693,38.0,0.157049,215005.0
動画,n,3,0.1315379270249529,144.0,0.196398,215005.0
うち,n,2,0.15847818887932838,151.0,0.225653,215005.0
ネタ,n,2,0.022159666054277806,29.0,0.164291,215005.0
ラジオ,n,3,0.03897275877305179,11.0,0.761758,215005.0
す,n,1,0.04857359131182996,55.0,0.189883,215005.0
女,n,3,0.05162275761028814,63.0,0.176177,215005.0
よ,n,1,0.02946026371479733,42.0,0.150812,215005.0
妹,n,4,0.031412143903630146,42.0,0.160804,215005.0
金,n,2,0.10363721308806773,101.0,0.220619,215005.0
今夜,n,3,0.08344732448082602,94.0,0.190868,215005.0
絵,n,1,0.0404498872119253,48.0,0.181186,215005.0
席,n,2,0.02917244250133718,41.0,0.152981,215005.0
外,n,2,0.06910189065370574,82.0,0.181186,215005.0
学校,n,4,0.15669386293342014,132.0,0.255227,215005.0
恋,n,2,0.04731811818329806,64.0,0.158963,215005.0
ビール,n,3,0.0353379781865538,49.0,0.155058,215005.0
枚,n,2,0.04183078533057371,46.0,0.195518,215005.0
テンション,n,4,0.018261086951466242,25.0,0.157049,215005.0
腹,n,2,0.027037873537824705,38.0,0.152981,215005.0
上,n,2,0.09365549638380502,100.0,0.201364,215005.0
質問,n,4,0.05007320294876863,57.0,0.188877,215005.0
道,n,2,0.023374191297876795,32.0,0.157049,215005.0
存在,n,4,0.027749396525662193,39.0,0.152981,215005.0
可能,adv,3,0.09329375595916374,108.0,0.185728,215005.0
性,n,2,0.05152373200623241,60.0,0.184631,215005.0
ホント,n,3,0.04584758493988512,60.0,0.164291,215005.0
来週,n,4,0.03814331759726518,51.0,0.160804,215005.0
次,n,2,0.09271894141996698,99.0,0.201364,215005.0
試合,n,3,0.08454724773842467,101.0,0.179981,215005.0
授業,n,3,0.03605916141485082,50.0,0.155058,215005.0
電車,n,3,0.12136985186391014,105.0,0.248525,215005.0
間違い,n,4,0.02743479453966187,33.0,0.178746,215005.0
完全,adv,4,0.08899475361038116,97.0,0.197261,215005.0
