恋,n,2,0.04878160801963993,18.0,0.158963,58656.0
隣,n,3,0.04628027823240589,18.0,0.150812,58656.0
め,n,1,0.05560126841243863,18.0,0.181186,58656.0
絶対,n,4,0.06295383251500272,20.0,0.184631,58656.0
たま,n,2,0.12887346563011456,42.0,0.179981,58656.0
後,n,2,0.14565411893071467,46.0,0.185728,58656.0
選択,n,4,0.048194251227495905,18.0,0.157049,58656.0
音,n,2,0.0498912643207856,18.0,0.162579,58656.0
ライブ,n,3,0.08865902891434806,28.0,0.185728,58656.0
秋葉原,n,5,0.04110474631751228,10.0,0.241104,58656.0
ひと,n,2,0.04878160801963993,18.0,0.158963,58656.0
うち,n,2,0.17696464129841788,46.0,0.225653,58656.0
キャラ,n,2,0.04035931533006001,14.0,0.169094,58656.0
女子,n,2,0.03576923076923077,12.0,0.17484,58656.0
今年,n,3,0.13452059465357338,40.0,0.197261,58656.0
大阪市,n,5,0.067957105837425,22.0,0.181186,58656.0
ご覧,n,3,0.12053887070376432,36.0,0.196398,58656.0
先,n,2,0.08917075831969447,28.0,0.1868,58656.0
安定,adv,4,0.03289770867430442,12.0,0.160804,58656.0
来週,n,4,0.03838066012002182,14.0,0.160804,58656.0
会,n,2,0.05482951445717403,20.0,0.160804,58656.0
嫌,adv,2,0.09306873977086744,32.0,0.170595,58656.0
人気,n,3,0.02571126568466994,10.0,0.150812,58656.0
最初,n,3,0.1393213311511184,44.0,0.185728,58656.0
す,n,1,0.0647446126568467,20.0,0.189883,58656.0
大人,n,3,0.03326084288052373,12.0,0.162579,58656.0
素敵,adv,3,0.14185454173486087,42.0,0.19811,58656.0
土,n,1,0.06980155482815056,24.0,0.170595,58656.0
びっくり,n,4,0.03427680032733224,12.0,0.167545,58656.0
動画,n,3,0.17411170212765958,52.0,0.196398,58656.0
速報,n,4,0.008302100381887617,2.0,0.243484,58656.0
女,n,3,0.0720855155482815,24.0,0.176177,58656.0
購入,n,4,0.0504166325695581,18.0,0.164291,58656.0
携帯,n,4,0.03630891980360065,12.0,0.177478,58656.0
横,n,2,0.05635106382978723,16.0,0.206583,58656.0
