不安,adv,3,0.02377874486517265,24.0,0.146162,147522.0
速報,n,4,0.023106899309933433,14.0,0.243484,147522.0
選択,n,4,0.01064580198207725,10.0,0.157049,147522.0
確認,n,4,0.04665121134474858,40.0,0.172052,147522.0
素敵,adv,3,0.0698317539078917,52.0,0.19811,147522.0
健康,adv,4,0.08180816420601672,68.0,0.177478,147522.0
す,n,1,0.037327361342714985,29.0,0.189883,147522.0
一度,n,3,0.02285816352815173,19.0,0.177478,147522.0
うち,n,2,0.23556189585282195,154.0,0.225653,147522.0
今年,n,3,0.07755546969265599,58.0,0.197261,147522.0
男,n,3,0.09353238161087837,68.0,0.202913,147522.0
ご覧,n,3,0.039939398869321185,30.0,0.196398,147522.0
番組,n,4,0.16315125879529835,120.0,0.20057,147522.0
め,n,1,0.08843014601212024,72.0,0.181186,147522.0
道,n,2,0.02342076436056995,22.0,0.157049,147522.0
人たち,n,4,0.04028752321687613,32.0,0.185728,147522.0
ページ,n,3,0.029723431081465815,30.0,0.146162,147522.0
大阪市北区,n,8,0.04949485500467727,44.0,0.165945,147522.0
沢山,n,4,0.05399438727782975,48.0,0.165945,147522.0
ビール,n,3,0.023123845934843616,22.0,0.155058,147522.0
学校,n,4,0.6435951519095456,372.0,0.255227,147522.0
先,n,2,0.10383264868968696,82.0,0.1868,147522.0
紹介,n,4,0.052243529778609285,46.0,0.167545,147522.0
皆様,n,4,0.10977134257941189,84.0,0.192782,147522.0
海,n,2,0.06469136806713575,50.0,0.190868,147522.0
可能,adv,3,0.07050316562953321,56.0,0.185728,147522.0
性,n,2,0.05506815254673879,44.0,0.184631,147522.0
金,n,2,0.1106669242553653,74.0,0.220619,147522.0
半端,adv,3,0.014378167324195713,4.0,0.530274,147522.0
途中,n,3,0.029723431081465815,30.0,0.146162,147522.0
国,n,2,0.04499532273152479,40.0,0.165945,147522.0
最初,n,3,0.07302113583058797,58.0,0.185728,147522.0
提供,n,4,0.0322214720516262,32.0,0.148543,147522.0
妹,n,4,0.04796149726820407,44.0,0.160804,147522.0
猫,n,2,0.026579845717926816,26.0,0.150812,147522.0
拡散希望,n,7,0.058577785008337734,44.0,0.196398,147522.0
