お腹,n,3,0.0939508416220352,40.0,0.294705,125472.0
め,n,1,0.09241826064779393,64.0,0.181186,125472.0
名古屋,n,3,0.09173393267023718,60.0,0.191834,125472.0
本気,n,3,0.04696030986993115,38.0,0.155058,125472.0
紹介,n,4,0.06409525631216526,48.0,0.167545,125472.0
点,n,2,0.06407963529711809,50.0,0.160804,125472.0
最初,n,3,0.05920938536087733,40.0,0.185728,125472.0
正直,adv,4,0.036058722264728386,30.0,0.150812,125472.0
妹,n,4,0.030758224942616676,24.0,0.160804,125472.0
海,n,2,0.06997519765365978,46.0,0.190868,125472.0
外,n,2,0.08953019000255037,62.0,0.181186,125472.0
音,n,2,0.03887217865340474,30.0,0.162579,125472.0
ご覧,n,3,0.07513312930374903,48.0,0.196398,125472.0
物,n,2,0.025631854118847233,20.0,0.160804,125472.0
総合,n,4,0.13183201032899772,26.0,0.636201,125472.0
瞬間最高視聴率,n,13,0.30620995919408317,146.0,0.263156,125472.0
皆様,n,4,0.09526016959959195,62.0,0.192782,125472.0
嘘,n,2,0.03078071601632237,26.0,0.148543,125472.0
不安,adv,3,0.02562774164753889,22.0,0.146162,125472.0
アカウント,n,5,0.025189046161693443,22.0,0.14366,125472.0
うち,n,2,0.215811973986228,120.0,0.225653,125472.0
ネタ,n,2,0.015712605202754398,12.0,0.164291,125472.0
猫,n,2,0.02884697781178271,24.0,0.150812,125472.0
ビール,n,3,0.04201711935730681,34.0,0.155058,125472.0
恋,n,2,0.04054144350930884,32.0,0.158963,125472.0
女,n,3,0.0758221595256312,54.0,0.176177,125472.0
会,n,2,0.0435741520020403,34.0,0.160804,125472.0
夏休み,n,5,0.1283717482785004,76.0,0.211935,125472.0
結局,n,4,0.02403914817648559,20.0,0.150812,125472.0
今年,n,3,0.15407085246110686,98.0,0.197261,125472.0
学校,n,4,0.1261163765621015,62.0,0.255227,125472.0
一日,n,4,0.0812879208110176,54.0,0.188877,125472.0
いかが,adv,3,0.02644089517980107,24.0,0.138233,125472.0
火,n,1,0.02008204220862025,14.0,0.179981,125472.0
速報,n,4,0.06597851313440449,34.0,0.243484,125472.0
大人,n,3,0.03887217865340474,30.0,0.162579,125472.0
たま,n,2,0.07459044248916093,52.0,0.179981,125472.0
他人,n,3,0.02194639441469013,18.0,0.152981,125472.0
素敵,adv,3,0.05684104820198929,36.0,0.19811,125472.0
利用,n,3,0.04459066564651874,32.0,0.17484,125472.0
確認,n,4,0.04113714613618975,30.0,0.172052,125472.0
変,adv,2,0.04005953519510329,30.0,0.167545,125472.0
腹,n,2,0.03170034748788574,26.0,0.152981,125472.0
枚,n,2,0.043631280285641415,28.0,0.195518,125472.0
動画,n,3,0.17218008798775825,110.0,0.196398,125472.0
世界,n,3,0.10230553430247387,64.0,0.20057,125472.0
拡散希望,n,7,0.16591899387911246,106.0,0.196398,125472.0
携帯,n,4,0.042434487375669475,30.0,0.177478,125472.0
絶対,n,4,0.08828949885233359,60.0,0.184631,125472.0
金曜日,n,5,0.05864977046671768,36.0,0.204414,125472.0
日本テレビ,n,6,0.06559023527161438,22.0,0.374079,125472.0
結婚,n,4,0.01617195868400918,12.0,0.169094,125472.0
男,n,3,0.08732866296863045,54.0,0.202913,125472.0
ページ,n,3,0.03960650981892374,34.0,0.146162,125472.0
ライブ,n,3,0.08881407804131598,60.0,0.185728,125472.0
安心,n,4,0.04309648367763326,26.0,0.207977,125472.0
件,n,2,0.07670882746748278,58.0,0.165945,125472.0
上,n,2,0.09308142055598062,58.0,0.201364,125472.0
娘,n,3,0.02562774164753889,22.0,0.146162,125472.0
際,n,2,0.042730170874776846,32.0,0.167545,125472.0
秋葉原,n,5,0.01152945677123183,6.0,0.241104,125472.0
選択,n,4,0.06007995409334353,48.0,0.157049,125472.0
途中,n,3,0.03028733103800051,26.0,0.146162,125472.0
今週,n,4,0.0391355999744963,22.0,0.223201,125472.0
